City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Palmer,US,2021-06-06 23:07:05,42.1584,-72.3287,88.97,49,52,4.09,broken clouds
Pandan,PH,2021-06-06 23:07:06,14.0453,124.1694,81.81,78,100,3.11,overcast clouds
Pangkalanbuun,ID,2021-06-06 23:15:16,-2.6833,111.6167,73.96,98,82,2.44,broken clouds
Pangnirtung,CA,2021-06-06 23:15:16,66.1451,-65.7125,32.49,93,26,2.86,scattered clouds
Pānsemāl,IN,2021-06-06 23:06:11,21.65,74.7,81.91,70,50,9.31,scattered clouds
Paracuru,BR,2021-06-06 23:07:07,-3.41,-39.0306,81.1,83,17,8.81,few clouds
Penalva,BR,2021-06-06 23:07:07,-3.2942,-45.1736,79.36,69,66,0.34,broken clouds
Penzance,GB,2021-06-06 23:07:07,50.1186,-5.5371,54.61,92,37,7.0,scattered clouds
Perbaungan,ID,2021-06-06 23:07:08,3.5679,98.956,77.11,87,72,3.62,broken clouds
Petukhovo,RU,2021-06-06 23:07:08,55.0692,67.9019,54.81,56,4,4.68,clear sky
Pevek,RU,2021-06-06 23:15:17,69.7008,170.3133,48.31,66,29,13.11,scattered clouds
Pimentel,PE,2021-06-06 23:15:18,-6.8367,-79.9342,68.29,84,90,3.0,overcast clouds
Pińczów,PL,2021-06-06 23:07:08,50.5205,20.5265,60.94,77,82,3.76,broken clouds
Pingzhuang,CN,2021-06-06 23:07:09,42.0372,119.2889,67.3,46,81,12.8,light rain
Pisco,PE,2021-06-06 23:14:56,-13.7,-76.2167,64.45,77,0,8.05,clear sky
Pitsunda,GE,2021-06-06 23:07:09,43.1592,40.3378,55.58,80,73,8.88,broken clouds
Plácido de Castro,BR,2021-06-06 23:15:18,-10.3353,-67.1856,79.59,72,94,2.71,overcast clouds
Plast,RU,2021-06-06 23:07:10,54.3691,60.8136,54.07,54,37,4.68,scattered clouds
Pochutla,MX,2021-06-06 23:07:10,15.7432,-96.4661,86.85,75,94,7.09,overcast clouds
Ponta do Sol,PT,2021-06-06 23:13:15,32.6667,-17.1,66.83,73,4,5.88,clear sky
Port Alfred,ZA,2021-06-06 23:15:19,-33.5906,26.891,64.06,35,0,8.34,clear sky
Port Augusta,AU,2021-06-06 23:15:19,-32.5,137.7667,57.7,63,5,17.69,clear sky
Port Blair,IN,2021-06-06 23:15:19,11.6667,92.75,83.75,76,100,12.01,overcast clouds
Port Elizabeth,ZA,2021-06-06 23:12:11,-33.918,25.5701,62.28,28,0,9.8,clear sky
Port Hardy,CA,2021-06-06 23:15:20,50.6996,-127.4199,53.6,66,100,7.74,overcast clouds
Port Lincoln,AU,2021-06-06 23:13:28,-34.7333,135.8667,60.82,52,94,23.8,overcast clouds
Port Macquarie,AU,2021-06-06 23:05:24,-31.4333,152.9167,54.9,60,5,4.45,clear sky
Port Moresby,PG,2021-06-06 23:04:21,-9.4431,147.1797,76.75,87,100,5.28,overcast clouds
Port-Cartier,CA,2021-06-06 23:07:11,50.0334,-66.8654,54.03,62,61,6.85,broken clouds
Portland,US,2021-06-06 23:13:46,45.5234,-122.6762,65.62,55,75,1.01,broken clouds
Porto-Novo,BJ,2021-06-06 23:07:12,6.4965,2.6036,79.36,82,86,6.89,overcast clouds
Porto Santo,PT,2021-06-06 23:07:12,33.072,-16.3415,66.11,77,40,8.05,scattered clouds
Portobelo,PA,2021-06-06 23:15:21,9.55,-79.65,82.81,84,96,5.44,overcast clouds
Praia,CV,2021-06-06 23:13:26,14.9215,-23.5087,73.94,73,40,19.57,scattered clouds
Praia da Vitória,PT,2021-06-06 23:15:21,38.7333,-27.0667,65.75,93,99,4.23,overcast clouds
Praia,CV,2021-06-06 23:07:13,14.9215,-23.5087,73.94,73,40,19.57,scattered clouds
Price,US,2021-06-06 23:07:13,39.5994,-110.8107,92.46,9,1,12.66,clear sky
Prince Rupert,CA,2021-06-06 23:04:39,54.3161,-130.3201,51.89,76,90,5.75,light rain
Princeton,US,2021-06-06 23:07:14,25.5384,-80.4089,85.01,76,20,12.66,few clouds
Provideniya,RU,2021-06-06 23:15:22,64.3833,-173.3,42.91,61,75,4.47,broken clouds
Puerto Ayora,EC,2021-06-06 23:15:22,-0.7393,-90.3518,74.55,90,38,1.99,scattered clouds
Puerto Baquerizo Moreno,EC,2021-06-06 23:07:14,-0.9,-89.6,73.8,80,61,14.43,broken clouds
Port Montt,CL,2021-06-06 23:07:14,-41.4698,-72.9447,49.03,81,90,11.21,overcast clouds
Puerto Quijarro,BO,2021-06-06 23:07:15,-17.7833,-57.7667,81.54,40,26,1.36,scattered clouds
Pullman,US,2021-06-06 23:07:15,46.7313,-117.1796,61.41,51,90,7.0,overcast clouds
Punta Arenas,CL,2021-06-06 23:10:52,-53.15,-70.9167,41.11,81,0,11.81,clear sky
Qaanaaq,GL,2021-06-06 23:14:54,77.484,-69.3632,40.37,76,59,5.39,broken clouds
Qaqortoq,GL,2021-06-06 23:13:11,60.7167,-46.0333,54.1,80,100,4.9,overcast clouds
Qasigiannguit,GL,2021-06-06 23:07:16,68.8193,-51.1922,37.65,83,72,2.73,broken clouds
Qax,AZ,2021-06-06 23:07:16,41.4225,46.9242,54.59,96,100,3.6,overcast clouds
Qingdao,CN,2021-06-06 23:07:16,36.0986,120.3719,82.0,51,0,7.92,clear sky
Quatre Cocos,MU,2021-06-06 23:15:24,-20.2078,57.7625,75.31,83,34,13.87,light rain
Quelimane,MZ,2021-06-06 23:07:17,-17.8786,36.8883,64.35,94,20,3.44,few clouds
Rāichūr,IN,2021-06-06 23:07:17,16.2,77.3667,80.83,67,74,11.03,broken clouds
Rantoul,US,2021-06-06 23:07:17,40.3084,-88.1559,83.08,61,75,14.97,broken clouds
Raudeberg,NO,2021-06-06 23:07:18,61.9875,5.1352,52.47,95,8,7.18,clear sky
Rawson,AR,2021-06-06 23:15:24,-43.3002,-65.1023,49.62,51,53,21.47,broken clouds
Reinosa,ES,2021-06-06 23:07:18,42.9996,-4.138,50.86,98,85,0.94,overcast clouds
Ribeira Grande,PT,2021-06-06 23:15:25,38.5167,-28.7,65.16,87,100,7.65,overcast clouds
Richards Bay,ZA,2021-06-06 23:15:25,-28.783,32.0377,58.06,80,0,7.25,clear sky
Rikitea,PF,2021-06-06 23:10:53,-23.1203,-134.9692,76.77,83,98,15.23,overcast clouds
Rio Claro,BR,2021-06-06 23:07:19,-22.4114,-47.5614,65.8,57,83,3.71,broken clouds
Río Gallegos,AR,2021-06-06 23:07:19,-51.6226,-69.2181,39.25,81,40,6.91,scattered clouds
Road Town,VG,2021-06-06 23:13:36,18.4167,-64.6167,80.69,78,40,11.5,scattered clouds
Roebourne,AU,2021-06-06 23:07:19,-20.7833,117.1333,74.41,55,70,9.35,broken clouds
Russell,US,2021-06-06 23:07:20,32.3502,-85.1999,87.51,83,75,4.25,broken clouds
Sabha,LY,2021-06-06 23:07:20,27.0377,14.4283,82.11,18,60,12.55,broken clouds
Sādri,IN,2021-06-06 23:07:21,25.1833,73.4333,84.52,48,24,7.61,few clouds
Saint Anthony,US,2021-06-06 23:11:43,45.0205,-93.218,91.96,38,20,3.0,few clouds
Saint George,US,2021-06-06 23:13:00,37.1041,-113.5841,102.67,11,1,4.0,clear sky
Arrondissement de Saint-Denis,FR,2021-06-06 23:07:21,48.9167,2.3333,64.15,78,0,3.0,clear sky
Saint-Joseph,RE,2021-06-06 23:07:21,-21.3667,55.6167,71.98,86,70,13.06,light rain
Saint-Philippe,RE,2021-06-06 23:11:01,-21.3585,55.7679,72.99,86,77,13.82,light rain
Sainte-Marie,RE,2021-06-06 23:07:22,-20.8968,55.5496,73.56,83,75,3.44,light rain
Sakakah,SA,2021-06-06 23:07:22,29.9697,40.2064,81.81,18,0,9.44,clear sky
Salalah,OM,2021-06-06 23:15:27,17.0151,54.0924,84.29,89,40,5.75,scattered clouds
Saldanha,ZA,2021-06-06 23:15:27,-33.0117,17.9442,68.67,36,2,26.78,clear sky
Salekhard,RU,2021-06-06 23:07:23,66.53,66.6019,34.95,69,4,5.73,clear sky
Salinas,US,2021-06-06 23:13:03,36.6777,-121.6555,80.42,59,1,17.27,clear sky
Samarai,PG,2021-06-06 23:15:28,-10.6167,150.6667,78.67,88,99,15.39,overcast clouds
Sampit,ID,2021-06-06 23:07:23,-2.5333,112.95,74.48,97,78,2.04,broken clouds
San Andrés,CO,2021-06-06 23:15:29,12.5847,-81.7006,82.53,81,43,17.87,scattered clouds
Bariloche,AR,2021-06-06 23:07:24,-41.1456,-71.3082,40.75,65,90,7.43,light rain
San Cristobal,VE,2021-06-06 23:14:29,7.7669,-72.225,67.24,98,100,2.59,overcast clouds
San Isidro,PE,2021-06-06 23:07:24,-12.1167,-77.05,66.02,86,90,8.9,overcast clouds
San Jerónimo,PE,2021-06-06 23:07:25,-11.9472,-75.2829,52.18,71,59,3.51,broken clouds
San Jose,US,2021-06-06 23:05:09,37.3394,-121.895,84.96,38,20,1.01,few clouds
San Juan,AR,2021-06-06 23:15:29,-31.5375,-68.5364,66.72,52,0,8.97,clear sky
San Lorenzo,PY,2021-06-06 23:07:25,-25.3333,-57.5333,67.14,83,90,7.18,overcast clouds
San Patricio,US,2021-06-06 23:15:30,28.017,-97.5169,90.28,73,14,14.43,few clouds
San Policarpo,PH,2021-06-06 23:15:30,12.1791,125.5072,79.14,86,100,3.8,overcast clouds
San Quintín,MX,2021-06-06 23:15:31,30.4833,-115.95,65.57,64,13,10.78,few clouds
San Ramon,US,2021-06-06 23:07:25,37.7799,-121.978,88.48,45,1,8.99,clear sky
San Vicente,AR,2021-06-06 23:07:26,-26.6167,-54.1333,58.26,98,100,1.92,moderate rain
Santa Barbara,US,2021-06-06 23:03:32,34.7333,-120.0343,70.23,52,1,8.7,clear sky
Santarém,BR,2021-06-06 23:07:26,-2.4431,-54.7083,78.93,94,0,3.44,clear sky
São João,BR,2021-06-06 23:07:27,-8.8756,-36.3667,64.33,99,21,4.65,few clouds
São João da Barra,BR,2021-06-06 23:13:46,-21.6403,-41.0511,74.34,85,100,13.82,light rain
São Miguel do Tapuio,BR,2021-06-06 23:07:27,-5.5036,-41.3233,80.15,52,58,7.25,broken clouds
Saryg-Sep,RU,2021-06-06 23:07:28,51.5,95.6,40.19,87,99,1.77,overcast clouds
Saskylakh,RU,2021-06-06 23:15:32,71.9167,114.0833,39.24,56,77,4.59,broken clouds
Savannah Bight,HN,2021-06-06 23:15:32,16.45,-85.85,86.0,82,82,28.5,broken clouds
Sawākin,SD,2021-06-06 23:07:28,19.1059,37.3321,82.53,64,26,8.43,scattered clouds
Sechura,PE,2021-06-06 23:04:48,-5.5569,-80.8222,72.81,67,96,16.91,overcast clouds
Serebryansk,KZ,2021-06-06 23:07:29,49.6925,83.2892,42.35,66,1,1.95,clear sky
Severo-Kuril'sk,RU,2021-06-06 23:15:33,50.6789,156.125,43.0,93,100,10.89,overcast clouds
Severo-Yeniseyskiy,RU,2021-06-06 23:15:34,60.3725,93.0408,39.87,96,100,2.93,light rain
Shache,CN,2021-06-06 23:07:29,38.4167,77.2406,75.52,22,36,9.04,scattered clouds
Shahdad Kot,PK,2021-06-06 23:07:30,27.8477,67.9055,94.05,40,0,12.5,clear sky
Shelburne,CA,2021-06-06 23:07:30,44.0787,-80.2041,82.67,72,12,9.42,few clouds
Shelbyville,US,2021-06-06 23:02:56,35.4834,-86.4603,74.52,83,1,8.05,clear sky
Shetpe,KZ,2021-06-06 23:07:30,44.1667,52.1167,67.23,68,16,7.09,few clouds
Shīeli,KZ,2021-06-06 23:07:31,44.1667,66.75,74.77,47,0,6.02,clear sky
Shimoda,JP,2021-06-06 23:07:31,34.6667,138.95,73.17,83,95,3.44,overcast clouds
Shingū,JP,2021-06-06 23:15:35,33.7333,135.9833,70.79,80,100,0.67,overcast clouds
Shizunai-furukawachō,JP,2021-06-06 23:07:32,42.3339,142.3669,58.5,81,90,4.76,overcast clouds
Shunyi,CN,2021-06-06 23:07:32,40.125,116.6453,75.83,58,0,6.71,clear sky
Sierpc,PL,2021-06-06 23:07:32,52.8568,19.6691,55.83,92,90,6.02,overcast clouds
Sinnamary,GF,2021-06-06 23:12:26,5.3833,-52.95,76.01,89,100,5.66,overcast clouds
Siocon,PH,2021-06-06 23:07:33,7.7061,122.1353,79.9,75,97,1.48,overcast clouds
Sisimiut,GL,2021-06-06 23:07:33,66.9395,-53.6735,42.8,83,100,3.15,overcast clouds
Sitka,US,2021-06-06 23:15:36,57.0531,-135.33,53.49,71,75,4.61,light rain
Snyder,US,2021-06-06 23:04:59,32.7179,-100.9176,91.74,46,40,9.22,scattered clouds
Sobolevo,RU,2021-06-06 23:07:34,54.4299,31.8996,54.46,92,57,6.53,broken clouds
Soledade,BR,2021-06-06 23:04:15,-28.8183,-52.5103,52.75,98,100,9.06,overcast clouds
Solnechnyy,RU,2021-06-06 23:07:34,50.7214,136.6319,55.81,84,78,4.05,broken clouds
Soltvadkert,HU,2021-06-06 23:07:35,46.5789,19.3939,60.82,78,0,4.81,clear sky
Sorata,BO,2021-06-06 23:07:35,-15.7667,-68.6333,43.0,94,51,2.28,broken clouds
Sørland,NO,2021-06-06 23:03:45,67.667,12.6934,52.21,84,99,7.27,overcast clouds
Sorong,ID,2021-06-06 23:07:36,-0.8833,131.25,79.21,85,98,6.49,overcast clouds
Sosnovo-Ozerskoye,RU,2021-06-06 23:07:36,52.5249,111.5418,48.9,75,98,6.87,overcast clouds
Souillac,MU,2021-06-06 23:12:33,-20.5167,57.5167,71.37,85,60,12.37,light rain
Soyo,AO,2021-06-06 23:07:37,-6.1349,12.3689,75.51,89,26,4.0,scattered clouds
Springbok,ZA,2021-06-06 23:07:37,-29.6643,17.8865,56.75,34,0,21.0,clear sky
Srednekolymsk,RU,2021-06-06 23:15:37,67.45,153.6833,44.58,71,100,15.57,overcast clouds
Srīvardhan,IN,2021-06-06 23:07:38,18.0333,73.0167,82.04,76,37,5.26,scattered clouds
Sur,OM,2021-06-06 23:15:38,22.5667,59.5289,83.82,78,0,11.39,clear sky
Forsytheganj,BY,2021-06-06 23:07:38,52.6333,29.7333,54.91,94,54,6.29,broken clouds
Swift Current,CA,2021-06-06 23:04:26,50.2834,-107.8014,62.94,45,82,12.77,broken clouds
Tabou,CI,2021-06-06 23:15:39,4.423,-7.3528,78.53,85,100,11.63,overcast clouds
Tabuk,PH,2021-06-06 23:07:39,17.4189,121.4443,75.79,92,100,3.11,overcast clouds
Tacna,PE,2021-06-06 23:07:39,-18.0056,-70.2483,56.3,81,57,3.47,broken clouds
Tadine,NC,2021-06-06 23:07:39,-21.55,167.8833,72.77,59,90,11.74,overcast clouds
Tagusao,PH,2021-06-06 23:07:40,9.1924,117.8141,80.91,82,100,4.56,overcast clouds
Takoradze,GH,2021-06-06 23:15:39,4.8845,-1.7554,79.43,81,10,9.66,clear sky
Talnakh,RU,2021-06-06 23:15:39,69.4865,88.3972,31.59,97,100,5.21,light snow
Tanout,NE,2021-06-06 23:04:11,14.9709,8.8879,89.19,30,98,4.29,overcast clouds
Taoudenni,ML,2021-06-06 23:07:40,22.6783,-3.9836,102.69,8,91,6.13,overcast clouds
Tasiilaq,GL,2021-06-06 23:13:29,65.6145,-37.6368,41.16,91,98,5.23,overcast clouds
Tawang Town,IN,2021-06-06 23:07:41,27.5833,91.8667,54.23,96,93,0.6,overcast clouds
Tazmalt,DZ,2021-06-06 23:07:41,36.3868,4.3989,65.41,89,19,3.6,few clouds
Tazovsky,RU,2021-06-06 23:02:55,67.4667,78.7,32.09,86,94,9.01,overcast clouds
Te Anau,NZ,2021-06-06 23:15:40,-45.4167,167.7167,42.51,84,12,1.21,few clouds
Teguise,ES,2021-06-06 23:07:41,29.0605,-13.564,64.62,77,75,16.73,broken clouds
Tevaitoa,PF,2021-06-06 23:07:42,-16.7833,-151.5,80.78,77,72,11.48,light rain
Tevriz,RU,2021-06-06 23:07:42,57.509,72.4042,52.5,79,42,3.15,scattered clouds
Teya,RU,2021-06-06 23:15:41,60.3778,92.6267,43.45,97,100,3.02,light rain
Thompson,CA,2021-06-06 23:15:41,55.7435,-97.8558,59.16,77,90,10.36,overcast clouds
Tieli,CN,2021-06-06 23:05:16,46.95,128.05,60.64,80,0,1.86,clear sky
Tieling,CN,2021-06-06 23:07:44,42.2931,123.8414,71.92,54,4,4.16,clear sky
Tigil',RU,2021-06-06 23:07:44,57.8,158.6667,55.31,57,85,6.6,overcast clouds
Tiksi,RU,2021-06-06 23:12:48,71.6872,128.8694,43.83,64,100,1.54,overcast clouds
Tilichiki,RU,2021-06-06 23:12:20,60.4667,166.1,37.87,96,100,6.15,light rain
Torbay,CA,2021-06-06 23:11:26,47.6666,-52.7314,43.75,89,75,17.27,broken clouds
Torzhok,RU,2021-06-06 23:07:45,57.0436,34.9622,56.3,82,72,4.56,broken clouds
Trairi,BR,2021-06-06 23:03:52,-3.2778,-39.2689,77.27,86,12,6.31,few clouds
Trat,TH,2021-06-06 23:15:43,12.5,102.5,78.78,97,98,1.52,moderate rain
Trelew,AR,2021-06-06 23:04:39,-43.249,-65.3051,48.88,50,61,15.79,broken clouds
Trindade,BR,2021-06-06 23:04:28,-16.6494,-49.4889,74.32,45,100,4.9,overcast clouds
Tsaratanana,MG,2021-06-06 23:07:46,-16.7833,47.65,66.6,73,75,13.31,broken clouds
Tual,ID,2021-06-06 23:07:47,-5.6667,132.75,81.27,78,100,14.43,overcast clouds
Tuatapere,NZ,2021-06-06 23:15:44,-46.1333,167.6833,49.82,79,18,4.63,few clouds
San Miguel de Tucumán,AR,2021-06-06 23:06:19,-26.8241,-65.2226,59.0,72,96,1.77,overcast clouds
Tuktoyaktuk,CA,2021-06-06 23:15:44,69.4541,-133.0374,35.6,75,90,13.8,overcast clouds
Tulun,RU,2021-06-06 23:07:47,54.5611,100.5792,48.0,74,53,4.03,broken clouds
Turukhansk,RU,2021-06-06 23:07:48,65.8167,87.9833,33.85,80,74,7.14,broken clouds
Ucluelet,CA,2021-06-06 23:03:49,48.9329,-125.5528,53.04,90,100,10.51,overcast clouds
Ulladulla,AU,2021-06-06 23:07:48,-35.35,150.4667,59.88,69,100,5.84,overcast clouds
Ulu-Telyak,RU,2021-06-06 23:07:49,54.9086,56.9669,50.79,86,4,1.83,clear sky
Umba,RU,2021-06-06 23:07:49,66.6871,34.3429,41.41,82,2,8.3,clear sky
Upernavik,GL,2021-06-06 23:13:33,72.7868,-56.1549,37.78,84,66,4.56,broken clouds
Urucará,BR,2021-06-06 23:07:49,-2.5364,-57.76,80.76,70,88,2.19,overcast clouds
Ushuaia,AR,2021-06-06 23:12:15,-54.8,-68.3,44.26,61,40,10.36,scattered clouds
Vaini,TO,2021-06-06 23:12:50,-21.2,-175.2,78.96,78,75,13.8,broken clouds
Van,TR,2021-06-06 23:07:50,38.4924,43.3831,49.35,66,0,4.61,clear sky
Vanimo,PG,2021-06-06 23:07:50,-2.6741,141.3028,78.62,89,100,7.09,overcast clouds
Vao,NC,2021-06-06 23:15:46,-22.6667,167.4833,70.11,65,99,16.35,overcast clouds
Vardø,NO,2021-06-06 23:14:47,70.3705,31.1107,39.15,74,6,1.88,clear sky
Verkhnyaya Inta,RU,2021-06-06 23:15:46,65.9811,60.3094,37.2,68,98,6.89,overcast clouds
Verkhnyaya Maksakovka,RU,2021-06-06 23:07:51,61.635,50.9674,57.22,82,75,6.71,broken clouds
Verkhoyansk,RU,2021-06-06 23:07:51,67.5447,133.385,54.46,38,89,10.58,overcast clouds
Vestmanna,FO,2021-06-06 23:07:52,62.1564,-7.1664,47.32,100,90,9.35,drizzle
Vestmannaeyjar,IS,2021-06-06 23:15:47,63.4427,-20.2734,47.98,88,100,16.33,overcast clouds
Hong Kong,HK,2021-06-06 23:15:44,22.2855,114.1577,82.38,83,47,1.99,scattered clouds
Viedma,AR,2021-06-06 23:15:47,-40.8135,-62.9967,49.87,44,98,11.36,overcast clouds
Vikeså,NO,2021-06-06 23:07:52,58.6376,6.0913,54.0,89,92,4.79,overcast clouds
Vikulovo,RU,2021-06-06 23:07:52,56.8167,70.6107,53.71,70,31,7.38,scattered clouds
Vila,PT,2021-06-06 23:15:48,42.0304,-8.1588,56.75,83,19,3.83,few clouds
Vila Franca do Campo,PT,2021-06-06 23:15:48,37.7167,-25.4333,64.81,86,100,1.83,overcast clouds
Vila Velha,BR,2021-06-06 23:12:47,-20.3297,-40.2925,73.35,90,0,1.01,clear sky
Vostok,RU,2021-06-06 23:15:49,46.4856,135.8833,60.08,58,73,4.05,broken clouds
Wagar,SD,2021-06-06 23:07:53,16.1525,36.2032,92.08,22,56,6.69,broken clouds
Waingapu,ID,2021-06-06 23:13:24,-9.6567,120.2641,77.5,83,42,6.58,scattered clouds
Waipawa,NZ,2021-06-06 23:15:49,-41.4122,175.5153,53.46,82,100,6.82,overcast clouds
Wakkanai,JP,2021-06-06 23:07:54,45.4094,141.6739,52.68,93,91,11.81,overcast clouds
Warwick,US,2021-06-06 23:07:54,41.7001,-71.4162,88.52,57,75,9.22,broken clouds
Watsa,CD,2021-06-06 23:07:54,3.0372,29.5355,61.2,96,68,2.64,broken clouds
Whitehaven,GB,2021-06-06 23:07:55,54.549,-3.5841,56.17,77,73,1.45,broken clouds
Whitehorse,CA,2021-06-06 23:15:50,60.7161,-135.0538,52.57,81,75,15.01,moderate rain
Władysławowo,PL,2021-06-06 23:07:55,54.7909,18.4009,57.94,65,18,3.13,few clouds
Wukari,NG,2021-06-06 23:07:56,7.85,9.7833,73.0,95,90,3.91,moderate rain
Wyndham,US,2021-06-06 23:07:56,37.6985,-77.6125,89.94,54,75,2.3,broken clouds
Xapuri,BR,2021-06-06 23:07:56,-10.6517,-68.5044,81.55,61,99,2.21,overcast clouds
Xiaoweizhai,CN,2021-06-06 23:07:56,26.1903,107.5125,67.8,80,42,1.86,scattered clouds
Oddur,SO,2021-06-06 23:07:57,4.1213,43.8894,73.0,74,30,20.13,scattered clouds
Yellowknife,CA,2021-06-06 23:15:51,62.456,-114.3525,50.56,55,75,5.99,broken clouds
Yeniseysk,RU,2021-06-06 23:07:57,58.4497,92.1703,54.39,94,100,9.42,overcast clouds
Yeppoon,AU,2021-06-06 23:07:57,-23.1333,150.7333,58.78,68,54,9.71,broken clouds
Yerbogachën,RU,2021-06-06 23:15:52,61.2767,108.0108,42.98,48,2,12.24,clear sky
Yulara,AU,2021-06-06 23:15:52,-25.2406,130.9889,46.24,66,37,4.61,scattered clouds
Yumen,CN,2021-06-06 23:07:58,40.2833,97.2,58.68,19,70,11.45,broken clouds
Yurimaguas,PE,2021-06-06 23:07:59,-5.9,-76.0833,75.61,92,88,2.35,overcast clouds
Zabul Province,AF,2021-06-06 23:07:59,32.25,67.25,71.55,18,0,5.53,clear sky
Zelenoborsk,RU,2021-06-06 23:07:59,61.4669,64.0333,44.55,50,86,5.01,overcast clouds
Zheleznodorozhnyy,RU,2021-06-06 23:08:00,55.7503,38.0042,61.32,93,94,5.06,overcast clouds
Zhigansk,RU,2021-06-06 23:08:00,66.7697,123.3711,52.45,40,100,12.12,overcast clouds
Zlobin,HR,2021-06-06 23:08:00,45.2924,14.6541,58.3,77,0,4.61,clear sky
Zuwārah,LY,2021-06-06 23:08:00,32.9312,12.082,82.36,30,43,10.18,scattered clouds
Zyryanka,RU,2021-06-06 23:08:01,65.75,150.85,46.0,73,100,11.59,overcast clouds
