City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Tres Arroyos,0,AR,2020-02-16 18:49:19,15,-38.37,-60.28,95.11,6.98
281,Eureka,90,US,2020-02-16 18:47:57,93,40.8,-124.16,52.0,5.82
282,Dzilam Gonzalez,0,MX,2020-02-16 18:49:19,84,21.28,-88.93,76.24,13.8
283,Vila Franca Do Campo,75,PT,2020-02-16 18:44:42,82,37.72,-25.43,59.0,6.93
284,Bintulu,75,MY,2020-02-16 18:49:19,94,3.17,113.03,78.8,3.36
285,Katsuura,75,JP,2020-02-16 18:49:20,82,35.13,140.3,64.0,13.87
286,Sao Joao Da Barra,20,BR,2020-02-16 18:49:20,66,-21.64,-41.05,86.0,13.87
287,Longyearbyen,40,SJ,2020-02-16 18:46:45,72,78.22,15.64,14.0,2.24
288,Mount Hagen,98,PG,2020-02-16 18:49:20,94,-5.86,144.23,50.59,3.0
289,Pokaran,0,IN,2020-02-16 18:49:21,10,26.92,71.92,75.07,7.02
290,Bardiyah,4,LY,2020-02-16 18:49:21,75,31.76,25.09,59.59,17.54
291,Hualmay,52,PE,2020-02-16 18:49:21,62,-11.1,-77.61,78.26,10.27
292,Susanville,1,US,2020-02-16 18:49:21,40,40.42,-120.65,53.6,12.75
293,Nemuro,100,JP,2020-02-16 18:49:21,93,43.32,145.57,24.8,22.84
294,Sorland,40,NO,2020-02-16 18:49:21,86,67.67,12.69,41.0,13.87
295,Pemangkat,77,ID,2020-02-16 18:49:22,91,1.17,108.97,76.69,4.47
296,Hambantota,0,LK,2020-02-16 18:49:22,78,6.12,81.12,79.81,20.27
297,Buta,56,CD,2020-02-16 18:49:22,44,2.79,24.73,84.43,3.58
298,Weinan,0,CN,2020-02-16 18:49:22,61,34.5,109.51,34.0,2.24
299,Ozuluama,40,MX,2020-02-16 18:49:22,73,21.67,-97.85,77.0,3.36
300,Saint Anthony,90,US,2020-02-16 18:49:23,41,45.02,-93.22,24.01,3.98
301,Patacamaya,95,BO,2020-02-16 18:49:23,43,-17.23,-67.92,59.94,9.55
302,Port Shepstone,0,ZA,2020-02-16 18:49:23,82,-30.74,30.45,74.26,9.57
303,Beringovskiy,100,RU,2020-02-16 18:49:23,96,63.05,179.32,-4.52,24.94
304,Cherskiy,96,RU,2020-02-16 18:49:23,94,68.75,161.3,-30.95,8.3
305,Kapenguria,80,KE,2020-02-16 18:49:23,70,1.25,35.09,66.11,3.58
306,Borogontsy,100,RU,2020-02-16 18:49:24,98,62.67,131.17,-17.5,6.44
307,Eydhafushi,1,MV,2020-02-16 18:49:24,78,5.1,73.07,82.62,15.17
308,Cumra,75,TR,2020-02-16 18:49:24,69,37.57,32.77,39.2,9.17
309,Jasper,90,US,2020-02-16 18:45:07,53,37.2,-94.35,55.99,9.17
310,Sao Gabriel Da Cachoeira,40,BR,2020-02-16 18:49:25,56,-0.13,-67.09,93.2,6.93
311,Pietarsaari,90,FI,2020-02-16 18:49:25,93,63.67,22.7,43.0,25.28
312,Ugoofaaru,0,MV,2020-02-16 18:44:56,80,5.67,73.0,82.42,14.97
313,Dzaoudzi,1,YT,2020-02-16 18:49:25,88,-12.79,45.27,82.4,3.36
314,Kodiak,1,US,2020-02-16 18:49:25,85,57.79,-152.41,17.6,8.05
315,Owosso,1,US,2020-02-16 18:49:26,59,43.0,-84.18,39.0,11.41
316,Kourou,90,GF,2020-02-16 18:49:26,70,5.16,-52.65,84.2,16.11
317,Aska,0,IN,2020-02-16 18:49:26,79,19.61,84.67,70.77,2.19
318,Sagua La Grande,75,CU,2020-02-16 18:44:41,54,22.81,-80.08,84.2,12.75
319,Gamba,93,GA,2020-02-16 18:49:26,85,-2.65,10.0,79.61,5.75
320,Gaya,0,IN,2020-02-16 18:49:27,82,24.78,85.0,57.2,1.92
321,Salina Cruz,0,MX,2020-02-16 18:49:27,66,16.17,-95.2,82.02,30.56
322,Harrison,90,US,2020-02-16 18:49:27,100,30.41,-89.04,55.0,9.17
323,Brae,91,GB,2020-02-16 18:49:27,75,60.4,-1.35,44.6,34.45
324,Upernavik,99,GL,2020-02-16 18:49:27,93,72.79,-56.15,2.91,8.84
325,Umm Kaddadah,9,SD,2020-02-16 18:49:28,17,13.6,26.69,78.26,11.18
326,Port Moresby,20,PG,2020-02-16 18:44:55,100,-9.44,147.18,73.4,5.82
327,Nampula,20,MZ,2020-02-16 18:49:28,83,-15.12,39.27,78.8,8.05
328,La Ronge,90,CA,2020-02-16 18:44:46,77,55.1,-105.28,-2.2,8.05
329,Ilulissat,100,GL,2020-02-16 18:46:18,72,69.22,-51.1,10.4,12.75
330,Moerai,100,PF,2020-02-16 18:49:29,80,-22.43,-151.33,80.46,17.47
331,Marawi,84,PH,2020-02-16 18:49:29,87,8.0,124.29,75.99,1.99
332,Chengdu,47,CN,2020-02-16 18:47:21,61,30.67,104.07,46.4,2.24
333,Nhulunbuy,50,AU,2020-02-16 18:49:30,83,-12.23,136.77,80.6,9.17
334,Winnemucca,90,US,2020-02-16 18:49:30,61,40.97,-117.74,46.4,9.17
335,Muroto,76,JP,2020-02-16 18:49:30,81,33.28,134.15,39.54,7.94
336,Westport,90,US,2020-02-16 18:45:17,64,41.14,-73.36,43.0,13.87
337,Buluang,6,PH,2020-02-16 18:49:31,96,13.31,123.34,70.95,3.83
338,Havelock,90,US,2020-02-16 18:49:31,43,34.88,-76.9,59.0,3.36
339,Bathsheba,40,BB,2020-02-16 18:49:31,62,13.22,-59.52,84.2,18.34
340,Alvaraes,75,BR,2020-02-16 18:49:31,94,-3.22,-64.8,78.8,5.82
341,Salisbury,86,GB,2020-02-16 18:49:31,75,51.07,-1.8,46.99,19.46
342,Iraray,0,PH,2020-02-16 18:49:32,87,8.99,118.05,72.63,0.87
343,Uvira,39,CD,2020-02-16 18:49:32,94,-3.41,29.15,53.29,2.37
344,Honiara,90,SB,2020-02-16 18:49:32,83,-9.43,159.95,78.8,11.41
345,Cockburn Town,40,TC,2020-02-16 18:48:21,54,21.46,-71.14,82.4,12.75
346,Cortland,90,US,2020-02-16 18:49:32,69,42.6,-76.08,41.0,8.05
347,Kirakira,99,SB,2020-02-16 18:49:33,87,-10.45,161.92,78.13,10.27
348,Kavieng,27,PG,2020-02-16 18:49:33,76,-2.57,150.8,83.23,10.89
349,Kavaratti,0,IN,2020-02-16 18:49:33,67,10.57,72.64,82.27,5.55
350,Kapuskasing,40,CA,2020-02-16 18:47:59,54,49.42,-82.43,5.0,10.29
351,Bolu,53,TR,2020-02-16 18:49:33,94,40.67,31.58,29.93,6.38
352,Vanavara,86,RU,2020-02-16 18:49:34,96,60.34,102.28,1.67,4.54
353,Champasak,0,LA,2020-02-16 18:49:34,67,14.75,106.0,74.05,3.2
354,Murgab,0,TM,2020-02-16 18:49:34,60,37.5,61.97,42.8,11.41
355,Quesnel,40,CA,2020-02-16 18:49:34,85,53.0,-122.5,24.8,6.87
356,Meulaboh,52,ID,2020-02-16 18:49:34,77,4.14,96.13,81.84,6.6
357,Colares,75,PT,2020-02-16 18:49:35,87,38.8,-9.45,62.01,4.7
358,Srednekolymsk,22,RU,2020-02-16 18:49:35,93,67.45,153.68,-24.38,6.67
359,Port-Gentil,20,GA,2020-02-16 18:49:35,83,-0.72,8.78,82.4,10.29
360,Lompoc,1,US,2020-02-16 18:49:35,66,34.64,-120.46,70.0,12.24
361,Lagos,67,NG,2020-02-16 18:44:40,74,6.58,3.75,86.0,5.82
362,Gladstone,40,AU,2020-02-16 18:49:36,83,-23.85,151.25,78.8,5.82
363,Saldanha,58,ZA,2020-02-16 18:49:36,73,-33.01,17.94,69.8,5.82
364,Baft,18,IR,2020-02-16 18:49:36,45,29.23,56.61,47.7,2.59
365,Makurdi,35,NG,2020-02-16 18:49:36,11,7.74,8.51,89.89,4.0
366,Poronaysk,38,RU,2020-02-16 18:49:36,91,49.22,143.12,5.04,3.4
367,Sao Filipe,0,CV,2020-02-16 18:49:37,48,14.9,-24.5,76.46,20.2
368,Khandyga,75,RU,2020-02-16 18:49:37,94,62.67,135.6,-23.06,2.26
369,Comodoro Rivadavia,75,AR,2020-02-16 18:49:37,26,-45.87,-67.5,71.6,18.34
370,Berger,100,NO,2020-02-16 18:49:37,75,59.55,10.37,41.0,17.22
371,Sinnamary,82,GF,2020-02-16 18:49:37,79,5.38,-52.95,79.97,16.08
372,Coatzintla,75,MX,2020-02-16 18:49:38,65,20.48,-97.45,78.8,6.93
373,Aberdeen,40,GB,2020-02-16 18:49:38,75,57.14,-2.1,42.01,32.21
374,Ilula,40,TZ,2020-02-16 18:49:38,83,-7.68,36.04,69.8,4.7
375,Awjilah,0,LY,2020-02-16 18:49:38,45,29.11,21.29,61.95,9.78
376,Wells,90,GB,2020-02-16 18:46:12,70,51.21,-2.65,46.99,18.34
377,Yershov,7,RU,2020-02-16 18:49:39,95,51.35,48.28,15.28,5.53
378,Santa Maria,40,BR,2020-02-16 18:49:39,83,-29.68,-53.81,82.4,10.29
379,Finschhafen,77,PG,2020-02-16 18:49:39,75,-6.6,147.87,84.56,18.32
380,Cay,63,TR,2020-02-16 18:49:40,90,38.59,31.03,31.39,7.18
381,Sahuaripa,99,MX,2020-02-16 18:49:40,22,29.05,-109.23,70.27,1.32
382,Buala,100,SB,2020-02-16 18:49:40,84,-8.14,159.59,79.41,13.09
383,Irsha,23,RU,2020-02-16 18:49:40,97,55.93,94.79,8.55,2.39
384,Hunchun,100,CN,2020-02-16 18:49:40,85,42.87,130.36,10.31,7.99
385,San Quintin,100,MX,2020-02-16 18:49:41,64,30.48,-115.95,62.31,6.42
386,Pakdasht,75,IR,2020-02-16 18:49:41,24,35.48,51.68,44.6,4.7
387,Te Anau,100,NZ,2020-02-16 18:49:41,91,-45.42,167.72,57.07,5.26
388,Oistins,40,BB,2020-02-16 18:49:41,62,13.07,-59.53,84.2,18.34
389,Kruisfontein,99,ZA,2020-02-16 18:49:41,92,-34.0,24.73,69.91,6.22
390,Vammala,90,FI,2020-02-16 18:49:42,93,61.33,22.9,46.4,16.11
391,Sampit,100,ID,2020-02-16 18:44:45,97,-2.53,112.95,74.95,1.86
392,Evensk,0,RU,2020-02-16 18:49:42,64,61.95,159.23,-11.81,10.74
393,Acari,91,PE,2020-02-16 18:49:42,59,-15.43,-74.62,76.75,11.18
394,Carlagan,0,PH,2020-02-16 18:49:43,90,14.97,122.05,75.25,4.9
395,Makokou,100,GA,2020-02-16 18:49:43,54,0.57,12.86,79.54,2.04
396,Opuwo,96,NA,2020-02-16 18:49:43,69,-18.06,13.84,74.5,8.14
397,Aswan,0,EG,2020-02-16 18:49:43,30,24.09,32.91,66.24,14.92
398,Michalovce,93,SK,2020-02-16 18:49:43,80,48.75,21.92,39.99,8.05
399,Touros,2,BR,2020-02-16 18:49:43,55,-5.2,-35.46,89.6,16.11
400,Ban Nahin,0,LA,2020-02-16 18:49:44,65,18.24,104.21,62.64,6.87
401,Kununurra,25,AU,2020-02-16 18:49:44,74,-15.77,128.73,80.6,3.85
402,Mana,61,GF,2020-02-16 18:49:44,71,5.66,-53.78,82.51,7.36
403,Bendigo,0,AU,2020-02-16 18:49:44,55,-36.77,144.28,63.0,1.01
404,Atasu,100,KZ,2020-02-16 18:49:44,95,48.68,71.64,14.58,9.33
405,Carupano,66,VE,2020-02-16 18:49:45,52,10.67,-63.26,84.87,5.77
406,Sistranda,40,NO,2020-02-16 18:49:45,80,63.73,8.83,39.99,11.41
407,Atbasar,96,KZ,2020-02-16 18:49:45,95,51.8,68.33,13.08,9.46
408,Kismayo,86,SO,2020-02-16 18:49:45,83,-0.36,42.55,81.01,16.44
409,Nishihara,75,JP,2020-02-16 18:49:45,71,26.18,127.76,57.2,25.28
410,Havoysund,75,NO,2020-02-16 18:49:45,79,71.0,24.66,28.4,17.22
411,Kyzyl-Suu,75,KG,2020-02-16 18:49:46,68,42.34,78.0,17.24,7.29
412,Rindal,96,NO,2020-02-16 18:49:46,74,63.06,9.21,37.4,19.46
413,Palmer,75,US,2020-02-16 18:49:46,51,42.16,-72.33,42.01,4.7
414,Urumqi,97,CN,2020-02-16 18:49:46,73,43.8,87.6,21.2,2.24
415,Viedma,0,AR,2020-02-16 18:49:47,25,-40.81,-63.0,76.3,13.96
416,Ituporanga,71,BR,2020-02-16 18:49:47,75,-27.41,-49.6,91.0,1.01
417,Nouadhibou,20,MR,2020-02-16 18:49:47,57,20.93,-17.03,75.2,5.82
418,Bambanglipuro,100,ID,2020-02-16 18:49:47,88,-7.95,110.28,76.44,2.93
419,Thinadhoo,0,MV,2020-02-16 18:49:48,78,0.53,72.93,83.5,10.6
420,Harper,0,LR,2020-02-16 18:49:48,76,4.38,-7.72,83.39,6.44
421,Santa Maria Del Oro,100,MX,2020-02-16 18:49:48,14,25.93,-105.37,66.18,3.33
422,Cabra,0,ES,2020-02-16 18:49:48,67,37.47,-4.44,62.01,1.12
423,Revin,100,FR,2020-02-16 18:49:48,76,49.94,4.63,57.2,27.51
424,Barras,33,BR,2020-02-16 18:49:48,57,-4.24,-42.29,89.2,3.22
425,Kulhudhuffushi,0,MV,2020-02-16 18:49:49,74,6.62,73.07,82.08,12.3
426,Shingu,100,JP,2020-02-16 18:49:49,73,33.73,135.98,50.27,14.72
427,Bowen,40,AU,2020-02-16 18:49:49,94,-20.02,148.23,79.0,3.36
428,Qeshm,45,IR,2020-02-16 18:49:49,36,26.96,56.27,66.2,6.93
429,Kargasok,82,RU,2020-02-16 18:49:49,97,59.06,80.86,8.49,3.27
430,Tazovskiy,98,RU,2020-02-16 18:49:50,96,67.47,78.7,-0.63,8.25
431,San Andres,20,CO,2020-02-16 18:45:22,66,12.58,-81.7,86.0,18.34
432,Karaton,40,ID,2020-02-16 18:49:50,88,-6.34,106.1,77.0,4.7
433,Mount Gambier,12,AU,2020-02-16 18:49:50,93,-37.83,140.77,55.4,3.09
434,Sao Felix Do Xingu,18,BR,2020-02-16 18:49:50,57,-6.64,-51.99,90.12,2.77
435,Korem,0,ET,2020-02-16 18:49:51,56,12.51,39.52,60.71,4.25
436,Opunake,23,NZ,2020-02-16 18:49:51,96,-39.46,173.86,66.0,8.01
437,Valparaiso,4,CL,2020-02-16 18:49:51,63,-33.04,-71.63,68.0,8.05
438,Carahue,75,CL,2020-02-16 18:49:51,56,-38.7,-73.17,71.6,6.93
439,Tucurui,17,BR,2020-02-16 18:49:51,84,-3.77,-49.67,82.98,2.01
440,Kinablangan,37,PH,2020-02-16 18:49:52,84,7.69,126.55,71.26,4.05
441,Manokwari,47,ID,2020-02-16 18:49:06,85,-0.87,134.08,74.08,5.5
442,Saint George,1,US,2020-02-16 18:49:52,28,37.1,-113.58,55.4,10.29
443,Gizo,92,SB,2020-02-16 18:49:52,87,-8.1,156.84,77.27,12.06
444,Olafsvik,67,IS,2020-02-16 18:49:52,97,64.89,-23.71,34.66,29.28
445,Vetlanda,75,SE,2020-02-16 18:49:52,100,57.43,15.08,46.4,16.11
446,Popondetta,97,PG,2020-02-16 18:49:53,83,-8.75,148.25,72.72,3.0
447,Roald,75,NO,2020-02-16 18:49:53,75,62.58,6.13,41.0,17.22
448,Mehamn,20,NO,2020-02-16 18:49:53,79,71.04,27.85,28.4,16.11
449,Joao Camara,45,BR,2020-02-16 18:49:53,55,-5.54,-35.82,89.6,16.11
450,Coruripe,19,BR,2020-02-16 18:49:53,66,-10.13,-36.18,83.64,11.27
451,Okhotsk,0,RU,2020-02-16 18:49:54,75,59.38,143.3,-8.88,8.57
452,Leua,75,SK,2020-02-16 18:45:06,75,48.22,18.61,46.99,1.12
453,Neya,100,RU,2020-02-16 18:49:54,95,58.3,43.87,29.75,11.12
454,Lanigan,99,CA,2020-02-16 18:49:54,94,51.85,-105.03,7.14,4.7
455,Petauke,100,ZM,2020-02-16 18:49:54,94,-14.24,31.33,70.21,0.09
456,Teguise,20,ES,2020-02-16 18:46:14,64,29.06,-13.56,71.6,11.41
457,Gornopravdinsk,71,RU,2020-02-16 18:49:55,98,60.05,69.9,12.2,4.32
458,Firminy,95,FR,2020-02-16 18:49:55,62,45.39,4.29,57.2,10.29
459,Caravelas,0,BR,2020-02-16 18:44:58,77,-17.71,-39.25,81.41,11.86
460,Toora-Khem,100,RU,2020-02-16 18:49:55,94,52.47,96.11,1.18,1.36
461,Vila,75,PT,2020-02-16 18:49:55,100,42.03,-8.16,63.0,16.11
462,Kurduvadi,0,IN,2020-02-16 18:49:56,26,18.08,75.43,80.2,10.27
463,Hofn,16,IS,2020-02-16 18:49:56,65,64.25,-15.21,39.45,18.84
464,Shelburne,90,CA,2020-02-16 18:49:56,55,44.08,-80.2,37.0,14.99
465,Muros,90,ES,2020-02-16 18:49:56,100,42.78,-9.06,63.0,17.22
466,Terrace,90,CA,2020-02-16 18:47:26,96,54.52,-128.6,37.0,10.29
467,Vao,36,NC,2020-02-16 18:49:56,76,-22.67,167.48,78.66,19.73
468,Imbituba,20,BR,2020-02-16 18:49:57,62,-28.24,-48.67,89.6,10.29
469,Clyde River,90,CA,2020-02-16 18:49:57,83,70.47,-68.59,-11.2,8.05
470,Ucluelet,20,CA,2020-02-16 18:49:57,100,48.93,-125.55,42.01,2.24
471,North Bend,20,US,2020-02-16 18:49:57,87,43.41,-124.22,50.0,8.05
472,Punta Cardon,23,VE,2020-02-16 18:49:57,66,11.66,-70.22,82.22,30.02
473,Kinshasa,20,CD,2020-02-16 18:46:33,78,-4.32,15.32,84.2,4.7
474,Bac Lieu,54,VN,2020-02-16 18:49:58,91,9.29,105.72,76.01,5.66
475,Mazabuka,100,ZM,2020-02-16 18:49:58,94,-15.86,27.75,68.4,1.92
476,Entre Rios,95,BR,2020-02-16 18:49:35,54,-11.94,-38.08,87.17,8.66
477,Sharjah,33,AE,2020-02-16 18:49:58,42,25.36,55.4,73.4,2.24
478,Along,42,IN,2020-02-16 18:49:58,79,28.17,94.77,58.98,2.77
479,Uruacu,23,BR,2020-02-16 18:49:59,78,-14.52,-49.14,83.34,4.7
480,Kanker,0,IN,2020-02-16 18:49:59,29,20.27,81.49,67.14,2.82
481,Qiongshan,90,CN,2020-02-16 18:49:59,72,20.01,110.35,59.0,11.18
482,Vanimo,67,PG,2020-02-16 18:49:59,81,-2.67,141.3,82.15,11.5
483,Liverpool,40,GB,2020-02-16 18:48:54,81,53.41,-2.98,45.0,25.28
484,Juneau,90,US,2020-02-16 18:50:00,86,58.3,-134.42,30.2,6.24
485,Sur,0,OM,2020-02-16 18:45:54,53,22.57,59.53,68.56,9.95
486,Hit,100,IQ,2020-02-16 18:50:00,81,33.64,42.83,51.17,18.57
487,Gat,75,IL,2020-02-16 18:48:04,82,31.61,34.76,60.8,5.82
488,Seljord,75,NO,2020-02-16 18:50:01,87,59.49,8.63,27.68,5.79
489,Souillac,40,MU,2020-02-16 18:50:01,69,-20.52,57.52,78.8,8.05
490,San Juan,0,AR,2020-02-16 18:50:01,23,-31.54,-68.54,98.83,8.41
491,Garowe,56,SO,2020-02-16 18:50:01,57,8.41,48.48,73.44,19.44
492,Samarai,100,PG,2020-02-16 18:50:01,89,-10.62,150.67,75.96,4.79
493,Conway,1,US,2020-02-16 18:50:02,62,35.09,-92.44,59.0,5.82
494,Tarakan,73,ID,2020-02-16 18:50:02,82,3.3,117.63,79.65,6.35
495,Babati,25,TZ,2020-02-16 18:50:02,84,-4.22,35.75,68.36,5.68
496,Qandala,3,SO,2020-02-16 18:50:02,65,11.47,49.87,73.98,6.78
497,Assiniboia,99,CA,2020-02-16 18:50:03,87,49.63,-105.98,20.57,5.46
498,Nalut,0,LY,2020-02-16 18:50:03,29,30.33,10.85,56.62,8.48
499,Nizhniy Odes,100,RU,2020-02-16 18:50:03,94,63.64,54.86,20.93,8.08
500,Adre,40,TD,2020-02-16 18:50:03,16,13.47,22.2,75.04,6.62
501,Betanzos,75,ES,2020-02-16 18:50:03,87,43.28,-8.21,62.01,10.29
502,Roma,90,US,2020-02-16 18:49:53,59,43.21,-75.46,39.99,4.7
503,Tibiri,4,NE,2020-02-16 18:50:04,9,13.56,7.05,80.06,10.58
504,Concordia,40,AR,2020-02-16 18:50:04,55,-31.39,-58.02,91.4,13.87
505,Westerlo,100,BE,2020-02-16 18:50:04,100,51.09,4.92,54.0,17.22
506,Rundu,100,NA,2020-02-16 18:50:04,84,-17.93,19.77,73.11,7.29
507,Tyukhtet,38,RU,2020-02-16 18:50:05,89,56.54,89.3,9.43,6.22
508,Turangi,98,NZ,2020-02-16 18:50:05,80,-39.0,175.93,66.99,1.01
509,Kapoeta,30,SS,2020-02-16 18:50:05,30,4.77,33.59,92.01,8.3
510,Maniitsoq,100,GL,2020-02-16 18:50:05,74,65.42,-52.9,12.4,4.05
511,Mehran,75,IR,2020-02-16 18:50:05,65,33.12,46.16,46.4,6.93
512,Jining,0,CN,2020-02-16 18:50:06,11,35.41,116.58,34.0,6.87
513,Pakxan,11,LA,2020-02-16 18:50:06,74,18.38,103.66,63.19,5.55
514,Tura,5,IN,2020-02-16 18:50:06,66,25.52,90.22,64.94,2.55
515,Wejherowo,75,PL,2020-02-16 18:46:21,66,54.61,18.24,54.0,18.34
516,Sicuani,81,PE,2020-02-16 18:50:06,75,-14.27,-71.23,47.37,2.91
517,Carutapera,38,BR,2020-02-16 18:50:06,80,-1.2,-46.02,81.34,16.89
518,Koslan,100,RU,2020-02-16 18:50:07,93,63.46,48.9,25.43,8.79
519,Hundested,100,DK,2020-02-16 18:50:07,100,55.97,11.87,46.4,6.93
520,Pryozerne,0,UA,2020-02-16 18:50:07,75,45.27,36.33,41.2,18.54
521,Biltine,0,TD,2020-02-16 18:50:08,10,14.53,20.92,77.99,9.4
522,Akdepe,100,TM,2020-02-16 18:50:08,48,42.06,59.38,32.0,6.93
523,Esil,86,KZ,2020-02-16 18:50:08,95,51.96,66.4,10.89,4.45
524,Aurich,75,DE,2020-02-16 18:50:08,93,53.47,7.48,48.99,26.4
525,Fort Nelson,90,CA,2020-02-16 18:50:08,62,58.81,-122.7,-13.0,8.05
526,Borskoye,13,RU,2020-02-16 18:50:09,94,53.03,51.72,7.65,3.89
527,Saurimo,30,AO,2020-02-16 18:50:09,91,-9.66,20.39,68.65,3.06
528,Ha Tinh,100,VN,2020-02-16 18:50:09,80,18.33,105.9,62.96,7.4
529,Bredy,92,RU,2020-02-16 18:50:09,96,52.42,60.34,18.14,6.58
530,Niono,3,ML,2020-02-16 18:50:10,6,14.25,-5.99,92.23,7.94
531,Belyy Yar,100,RU,2020-02-16 18:50:10,84,53.6,91.39,5.0,0.76
532,Pirgos,75,GR,2020-02-16 18:50:10,66,35.12,25.72,57.0,19.46
533,Ust-Nera,49,RU,2020-02-16 18:50:10,99,64.57,143.2,-32.33,2.17
534,Monteagudo,75,BO,2020-02-16 18:50:10,55,-19.82,-63.98,87.8,8.5
535,Chushan,0,CN,2020-02-16 18:50:10,32,33.3,113.65,35.1,10.51
536,Riviere-Au-Renard,20,CA,2020-02-16 18:50:11,50,49.0,-64.4,30.2,11.41
537,Cidreira,0,BR,2020-02-16 18:50:11,82,-30.18,-50.21,78.1,13.73
538,Matadi,86,CD,2020-02-16 18:50:11,86,-5.82,13.45,77.41,4.09
539,Jinka,21,ET,2020-02-16 18:50:11,42,5.65,36.65,80.06,3.74
540,Zhezkazgan,100,KZ,2020-02-16 18:50:11,94,47.8,67.71,14.09,8.1
541,Moba,7,CN,2020-02-16 18:50:12,39,33.23,105.02,28.8,1.79
542,Port Hardy,75,CA,2020-02-16 18:50:12,93,50.7,-127.42,37.4,8.05
543,Ashland,90,US,2020-02-16 18:50:12,64,40.82,-82.27,44.01,5.82
544,Herat,0,AF,2020-02-16 18:50:12,74,34.5,62.0,37.4,3.09
545,Labuhan,100,ID,2020-02-16 18:50:12,92,-6.88,112.21,74.35,5.88
546,Antofagasta,40,CL,2020-02-16 18:50:13,64,-23.65,-70.4,75.2,14.99
547,Hefei,15,CN,2020-02-16 18:50:13,62,31.86,117.28,32.0,6.71
548,Vila Velha,40,BR,2020-02-16 18:50:13,74,-20.33,-40.29,82.99,10.29
549,Come,20,BJ,2020-02-16 18:50:13,79,6.41,1.88,84.2,10.29
550,Kentau,100,KZ,2020-02-16 18:50:13,65,43.52,68.51,28.9,7.7
551,Nizhneudinsk,52,RU,2020-02-16 18:50:13,94,54.91,99.03,8.94,1.74
552,Vila Real,100,PT,2020-02-16 18:49:35,8,41.3,-7.74,57.99,4.0
553,Angoche,27,MZ,2020-02-16 18:50:14,89,-16.23,39.91,78.12,3.69
554,Stepnogorsk,86,KZ,2020-02-16 18:50:14,93,52.35,71.89,13.28,11.25
555,Tayu,100,ID,2020-02-16 18:50:15,88,-6.54,111.05,77.25,2.95
556,Calabozo,83,VE,2020-02-16 18:50:15,28,8.92,-67.43,97.86,8.21
557,Acurenam,53,GQ,2020-02-16 18:50:15,94,1.03,10.65,73.08,5.26
558,Neiafu,20,TO,2020-02-16 18:50:15,74,-18.65,-173.98,78.8,12.75
559,Makakilo City,90,US,2020-02-16 18:50:15,68,21.35,-158.09,73.99,12.62
560,Tucumcari,1,US,2020-02-16 18:50:15,23,35.17,-103.72,60.8,6.93
